date,hold,buy,sell,choice,episode
2017-03-17,0.16256842017173767,0.1563163548707962,0.16121196746826172,0,10
2017-03-20,0.1618553251028061,0.15445712208747864,0.15881159901618958,0,10
2017-03-21,0.1548568308353424,0.15407143533229828,0.1565869003534317,2,10
2017-03-22,0.14544019103050232,0.1539914608001709,0.1541135609149933,2,10
2017-03-23,0.14524899423122406,0.15397487580776215,0.15168754756450653,1,10
2017-03-24,0.1465616375207901,0.15333491563796997,0.14980781078338623,1,10
2017-03-27,0.14349083602428436,0.14703576266765594,0.14816854894161224,2,10
2017-03-28,0.13911254703998566,0.13816531002521515,0.1462276428937912,2,10
2017-03-29,0.1373985856771469,0.1369774341583252,0.14459243416786194,2,10
2017-03-30,0.1380782574415207,0.13784345984458923,0.14635874330997467,2,10
2017-03-31,0.14034636318683624,0.1399921178817749,0.14876115322113037,2,10
2017-04-03,0.1427294760942459,0.14241066575050354,0.15122736990451813,2,10
2017-04-04,0.14488302171230316,0.14466707408428192,0.15364232659339905,2,10
2017-04-05,0.14703717827796936,0.14686079323291779,0.15598592162132263,2,10
2017-04-06,0.14919601380825043,0.14904099702835083,0.15825757384300232,2,10
2017-04-07,0.15129846334457397,0.1511775106191635,0.1604604423046112,2,10
2017-04-10,0.15258152782917023,0.1531776785850525,0.1624259203672409,2,10
2017-04-11,0.15284769237041473,0.15493665635585785,0.16412082314491272,2,10
2017-04-12,0.15290288627147675,0.15650716423988342,0.16571654379367828,2,10
2017-04-13,0.15291431546211243,0.1580507457256317,0.16725124418735504,2,10
2017-04-17,0.15291671454906464,0.15897078812122345,0.16855642199516296,2,10
2017-04-18,0.15291719138622284,0.15916167199611664,0.1695999801158905,2,10
2017-04-19,0.15291728079319,0.15920127928256989,0.17055951058864594,2,10
2017-04-20,0.15291728079319,0.1592095047235489,0.16807658970355988,2,10
2017-04-21,0.15291728079319,0.15921121835708618,0.1649000644683838,2,10
2017-04-24,0.15291728079319,0.15921157598495483,0.16161134839057922,2,10
2017-04-25,0.15291728079319,0.15921162068843842,0.15833887457847595,1,10
2017-04-26,0.15291728079319,0.15849119424819946,0.15552537143230438,1,10
2017-04-27,0.15291728079319,0.1514224112033844,0.15311940014362335,2,10
